"segment_id","speaker","startTime","endTime","sentence"
"454","P2","01:01:58","01:02:20","Überrascht, weil er muss ja den Material und Maschine stund und Menschen stund und blablabla aber es wäre schön wenn an dieser Stelle sagen würde ich kann das nicht rechnen, weil ihr habt keine Zahl hinterlegt Das wäre natürlich eine erfreuliche Antwort Also ich."
"455","I","01:02:20","01:02:36","Glaube später wenn wir dann zu den Datenqualitätsfragen kommen können wir gleich mal austesten da kann dann auch solche Sachen klären aber normalerweise ist wie gesagt nicht deterministisch aber wenn er die Daten findet normalerweise sagt er auch Bescheid aber offensichtlich nicht immer."
"456","P1","01:02:39","01:02:44","Da müsste er jetzt wieder in der Kaskade nach unten gehen ich denke nicht, dass er das kann."
"457","P2","01:02:49","01:02:55","Fremdfertigung jetzt ist auf der FF gelandet das ist eine Tabelle, weil es dort."
"458","P1","01:02:55","01:02:57","Material hat und sonst heißt es Menge."
"459","P1","01:03:14","01:03:18","50 s und enter."
"460","P1","01:04:07","01:04:08","Das stimmt."
"461","P1","01:04:10","01:04:17","Da bin ich aber jetzt wieder hier oben, dass ich sehr viel so eingeben muss, bis er es versteht."
"462","I","01:04:17","01:04:23","Ja, also kannst du noch mal kurz erklären, auch fürs Transkript, was jetzt die Frage war, wie er dich dann zu."
"463","P1","01:04:23","01:04:29","Einer Antwort Die Frage war, wie viel Rohmaterial brauche ich für den fertigen Artikel?"
"464","P1","01:04:31","01:04:34","Dann sagt, es gibt keine Einträge."
"465","P1","01:04:35","01:04:41","Dann habe ich ihm gesagt, dass dieses Fertige besteht aus einem Fertig, heißt fertig gefräst."
"466","P1","01:04:41","01:04:44","Ein vorheriger Fertigungsschritt ist das Sägen."
"467","P1","01:04:44","01:05:02","Also wir nehmen ein Stück Rohr, das wird gesägt, das System weiß, wie lange man es sägen muss und dann heißt der Artikel XY gesägt und dieser Artikel ist ein Unterartikel des fertig gefrästen."
"468","P1","01:05:03","01:05:21","Und ich habe ihm dann gesagt, das Halbfertigprodukt heißt PPSF S, also das gesägte Rohr und enthält eine gewisse Menge Rohmaterial RM, weil bei uns heißen die Rohmaterial RM und so weiter und eine Anzahl an Metern kannst du mir das ausgeben?"
"469","P1","01:05:22","01:05:25","Und dann hat er in der falschen Tabelle gesucht."
"470","P1","01:05:25","01:05:37","Dann habe ich gesagt, das hat mit Kalkulation nichts zu tun, habe ich nicht gesagt, aber gesagt habe ich, das ist in der Ressourcenliste eingetragen und dann habe ich ihn dorthin geführt."
"471","I","01:05:38","01:05:44","OK, Spannend."
"472","P1","01:05:45","01:06:00","Ein langer Weg zu einer einfachen Antwort vielleicht Die Anzahl Klicks entspricht etwa der Anzahl an Tipps, die ich geben musste, was es dann unnütz macht."
"473","P1","01:06:00","01:06:04","Also wenn ich diese Tipps nur geben."
"474","P2","01:06:04","01:06:09","Wenn du einen hohen situativen Sachverstand hast."
"475","P1","01:06:09","01:06:13","Sonst könntest du ihn ein leichter hätte das nicht rausgefunden."
"476","P2","01:06:13","01:06:15","Also wenn ich jetzt, weißt du wie ich meine?"
"477","P2","01:06:15","01:06:23","Wenn ich jetzt einfach ohne Wissen der Datenbank die Frage gestellt hätte, kannst du ihm ja nicht wirklich weiterhelfen."
"478","I","01:06:25","01:06:34","Eine Überlegung war auch, ob es vielleicht interessanter oder nutzbar sein könnte für Leute, die sich vielleicht mit sage nicht so gut auskennen, die vielleicht neu dabei sind."
"479","P1","01:06:36","01:06:38","Das wäre ein Riesenvorteil."
"480","P1","01:06:39","01:06:42","Darum geht es ja mir auch darum, unabhängiger von ihm zu sein."
"481","P1","01:06:42","01:06:55","Und genauso möchte ich, wenn ich irgendeinen Sachbearbeiter einstelle, ich will dem nicht das System beibringen müssen, das sollte die KI machen oder die sollte ihn befähigen, das von 0 auf 100 zu nutzen."
"482","P1","01:06:56","01:07:05","Die Antwort hätte ein Laie nicht gefunden, die Hinweise genau keine Ahnung, wo ich den suchen muss."
"483","P1","01:07:07","01:07:18","Jetzt gehen wir da aber mal so ein bisschen noch nach oben und schauen, ob er das besser kann und wir drücken uns wahrscheinlich dann am besten sehr präzise aus, dass wir sehen, ob er es eigentlich könnte."
"484","P1","01:07:20","01:07:28","Interessant wäre jetzt zum Beispiel nur eine Spielerei, welche Bestellnummer ihre Referenz."
"485","P1","01:07:30","01:07:34","Hatte den höchsten Auftragswert."
"486","P1","01:07:36","01:07:41","Kunden geben ihre Bestellnummer an und wir vermerken die unter ihre Referenz."
"487","I","01:07:44","01:07:45","Ist er richtig unterwegs?"
"488","P1","01:07:51","01:07:56","Bestellnummer Auftragswert."
"489","P1","01:07:58","01:08:00","Wie heißt denn sowas?"
"490","P1","01:08:02","01:08:06","Wobei der sollte jetzt auch im Rechnungswesen wildern?"
"491","P2","01:08:06","01:08:08","Das weiß ich nicht."
"492","P2","01:08:08","01:08:09","Eigentlich schon."
"493","P2","01:08:09","01:08:10","Also total."
"494","P1","01:08:30","01:08:32","Zuerst geht auch in wahre Wirtschaft buchen."
"495","I","01:08:38","01:08:41","Überlauffehler, dann kam zu viel zurück."
"496","I","01:08:42","01:08:42","Sag ihm."
"497","P1","01:08:44","01:08:53","Welche Buchung im Rechnungswesen hatte einen Wert über?"
"498","P1","01:08:59","01:09:00","Das könnten auch mehrere sein."
"499","P1","01:09:07","01:09:09","Was 12 Millionen mit der ID."
"500","P1","01:09:11","01:09:13","Was haben wir da gekauft?"
"501","P1","01:09:17","01:09:18","Maschinen und Anlagen."
"502","P1","01:09:18","01:09:21","Ja, der summiert jetzt einfach das Konto."
"503","I","01:09:22","01:09:35","Man sieht vielleicht ein bisschen, er hangelt sich so gewissen Templates entlang oder Also ich habe ihm gewisse Guidelines gegeben, was Aggregation angeht oder Top Gruppierungen und so weiter."
"504","I","01:09:35","01:09:37","Das versucht er dann auch zu nutzen."
"505","P1","01:09:37","01:09:42","Welche Buchung mit Gegenkonto SC 20."
"506","P1","01:09:51","01:09:54","Jetzt frage ich explizit Buchung gegenüber Bankkonto."
"507","P1","01:10:17","01:10:19","Ja, was sage ich, wenn der lügt?"
"508","P1","01:10:21","01:10:28","Er sagt, es gibt keine Buchung mit Gegenkonto Scan."
"509","I","01:10:28","01:10:32","Hey, schau nochmal, es müsste verfügbar sein."
"510","I","01:10:32","01:10:33","Sowas in die Richtung."
"511","P1","01:11:06","01:11:10","Der hat jetzt irgendwas gefunden, aber das kann auch nicht."
"512","P1","01:11:16","01:11:17","Schwierig."
"513","P1","01:11:23","01:11:29","Was hat die neue Trumpf Lasermaschine gekostet?"
"514","P1","01:11:31","01:11:33","Das steht im Buchungssatz."
"515","P1","01:11:39","01:11:45","Ich habe diese als Bar Einkauf."
"516","P1","01:11:49","01:11:57","20 21 25 gebucht im Rechnungswesen."
"517","P1","01:11:58","01:12:07","Drum sollte im Buchungstext stehen, mehr helfen kann ich ihm nicht."
"518","P1","01:12:13","01:12:16","Der geht schon an den eigentlich richtigen Ort."
"519","I","01:12:16","01:12:17","Kommt er nicht hin."
"520","I","01:12:18","01:12:23","Ist da irgendwelche Sperrungen oder so drauf, dass ich vielleicht mit meinem Zugriff keinen."
"521","P2","01:12:23","01:12:25","Ne, lässt du alles."
"522","I","01:12:26","01:12:27","Spannend."
"523","I","01:12:28","01:12:31","Gut, ich sammle auch alle Logs und alles im Hintergrund."
"524","I","01:12:31","01:12:34","Da kann ich sicherlich nochmal schauen Dann."
"525","P1","01:12:37","01:12:39","OK, sowas wäre auch interessant und da."
"526","P1","01:12:39","01:12:41","Braucht es jetzt ziemlich viel."
"527","P1","01:12:42","01:12:58","Welcher Auftrag des Kunden flowtag hatte die kürzeste Lieferzeit zwischen Auftragserfassung."
"528","P1","01:13:05","01:13:09","Das ist jetzt eigentlich alles definiert, was definiert sein muss."
"529","P1","01:13:15","01:13:16","Das ist schlecht."
"530","P1","01:13:21","01:13:24","Der Kund heißt explizit Flaute."
"531","P2","01:13:24","01:13:25","Ich weiß."
"532","I","01:13:29","01:13:31","Hat er vielleicht eine ID, mit der man es probieren könnte?"
"533","I","01:13:31","01:13:33","Manchmal hat er Schwierigkeiten."
"534","P1","01:13:41","01:13:43","Die sollte er uns ja sagen können."
"535","I","01:13:43","01:13:44","Eigentlich schon."
"536","P2","01:13:49","01:13:57","Welche idee hat der kunde flowtec."
"537","P1","01:14:07","01:14:09","Das ist unser erster Kunde."
"538","P1","01:14:13","01:14:22","Welcher Auftakt, diesen Kunden, dieses Kunden."
"539","I","01:14:24","01:14:29","Dieses Kunden hat sein Essanschluss des Kunden."
"540","P1","01:14:29","01:14:42","Des Kundens oder des Kunden dieses Kunden hat die kürzeste Zeit zwischen Auftragsbestätigung, wie."
"541","P1","01:14:42","01:14:53","Heißt das Datum abgespeichert am Ehrstellungsdatum, Beleg."
"542","P1","01:14:54","01:15:05","Auftragsbestätigung und der Erstellung des zugehörigen Lieferscheines."
"543","P2","01:15:06","01:15:11","Sur hochfiest drei oder vier Daten."
"544","P1","01:15:11","01:15:14","Ja, aber also."
"545","P1","01:15:19","01:15:29","Wenn ich ihm sage erstellen Auftragsbestätigung und erstellen Lieferschein heißt wahrscheinlich nicht so in."
"546","P2","01:15:29","01:15:31","Der Software, müssen nicht."
"547","P1","01:15:32","01:15:34","Ja, wenn er nachher nach."
"548","P2","01:15:36","01:15:36","Das ist."
"549","P1","01:15:36","01:15:38","Was ich auch das gibt es nicht."
"550","P1","01:15:45","01:16:05","Welcher Auftrag hat die kürzeste Dauer zwischen Datum der Auftragsbestätigung und Liefertermin, weil den haben wir, der heißt Liefertermin im Beleg."
"551","I","01:16:08","01:16:10","Sind das jetzt auch Informationen."
"552","P1","01:16:12","01:16:14","Negativ spannend."
"553","I","01:16:16","01:16:27","Sind das jetzt auch Informationen, die dann, sag ich mal, wie in den Feldern enthalten sind, über die ihr dann sozusagen, also zum Beispiel das Flotech Beispiel, wo flowtech im Buchungssatz ist."
"554","I","01:16:27","01:16:29","Also ich stelle es mir jetzt so vor, korrigiert mich da gerne."
"555","I","01:16:30","01:16:38","Du hast Tabelleneintrag, Buchungssatz und dort drin steht dann ein Text und in dem Text steht flowtech."
"556","P1","01:16:38","01:16:38","Okay."
"557","P1","01:16:38","01:16:40","Zum Beispiel, ja, okay."
"558","I","01:16:40","01:16:47","Also auch dieses Reasoning über die tatsächlichen Inhalte, diese und jetzt habe ich da."
"559","P1","01:16:47","01:16:52","Wo habe ich ihn gesehen, die Eilaufträge."
"560","P1","01:16:53","01:17:02","Ich habe Eilauftrag übersetzt in Auftragsbestätigung bis Liefertermin und dann gibt er mir da was aus und."
"561","P1","01:17:04","01:17:16","Beschreibe mir bitte den Auftrag mit ID, weil das kann ich mir vorstellen, was das sein sollte mit minus zwei."
"562","P1","01:17:56","01:18:04","Jetzt springt er aber in irgendwelches Meta Wissen, das ist was du vorher meintest."
"563","P1","01:18:04","01:18:08","Jetzt gibt er mehr Feldernamen aus, aber ich möchte gern Feldern, Inhalte."
"564","P1","01:18:14","01:18:19","Was haben wir in diese Spalten geschrieben?"
"565","I","01:18:24","01:18:26","Ich finde es wirklich sehr spannend zuzuschauen."
"566","I","01:18:27","01:18:42","Ich sehe wirklich, wie so die Entscheidungen, die Designentscheidungen jetzt seine Antwort beeinflussen, zum Beispiel diese ganzen Unterfelder, Da sehe ich dann Problematik sozusagen in dem Suchalgorithmus, den ich eingebaut habe in der Datenbank und wie das funktioniert."
"567","I","01:18:42","01:18:44","Also kommen mir ganz viele Ideen."
"568","P1","01:18:45","01:18:54","Kannst du gleich nochmal Gibt es Differenzen zwischen das könnten wir auch noch Fragen."
"569","P1","01:18:55","01:18:59","Haben wir bei Muss ich ihm sagen, dass ich eine neue Suche anführ?"
"570","I","01:19:01","01:19:13","Du kannst mal probieren, vielleicht ist es besser, wenn man also er hat halt ein in Chat Memory, das sieht man, dass du zum Beispiel nicht die Tabelle jedes Mal sagen musst und er weiß, worum es geht, das heißt, es kann sein, dass nach jetzt fast einer Stunde."
"571","P1","01:19:13","01:19:17","Das auch ein bisschen overloadet ist, haben."
"572","P1","01:19:17","01:19:48","Wir eine Bestellung überliefert, also mehr, Ich."
"573","P1","01:19:48","01:19:53","Meine, da holt er ja jetzt auch einen Inhalt des Feldes Liefermenge."
"574","I","01:19:59","01:20:12","Vielleicht sind Zahlen auch einfacher, kann ich mir vorstellen bei den Texten, also ich habe jetzt keine Komponente drin, die nochmal über die Texte, die erhält, sozusagen rübergeht und Zahlen sind ja als Zahl definiert, das heißt, er weiß, wie er."
"575","P1","01:20:12","01:20:14","Es handhaben soll, das mag sein, aber."
"576","P1","01:20:14","01:20:17","Immerhin, jetzt hat er die Referenznummer, die."
"577","P1","01:20:17","01:20:23","Hat er vorhin nicht, das ist die Bestellnummer des Kunden und jetzt schaue ich, ob das stimmt, was er da sagt."
"578","P1","01:20:46","01:21:01","Mit Referent, ja, Auftragsbestätigung war über Einstück, okay, dann stimmt sein Auto nicht."
"579","P1","01:21:23","01:21:30","126 sehr selbstbewusste Antwort, aber einfach falsch."
"580","P1","01:21:31","01:21:49","Weil es gibt weder diese Zahl irgendwo in diesem so krass halt spannend, weder es war eine bestellt, eine geliefert und er kommt mit einer Bestellmenge von 42 Einheiten, aber 126 Einheiten geliefert."
"581","P1","01:21:50","01:21:56","In welchen Feldern stehen diese Einheiten?"
"582","P1","01:22:02","01:22:05","Bestellmenge und Liefermenge."
"583","P1","01:22:09","01:22:15","Wenn ich das falsch sehe, aber da steht eins in der Menge, das heißt bei mir Menge und."
"584","P1","01:22:15","01:22:19","Nicht Bestellmenge und Liefermenge."
"585","P2","01:22:22","01:22:24","Da hätte richtig Referenznummer."
"586","P1","01:22:30","01:22:33","Welchen Preis hatte eine?"
"587","P1","01:22:39","01:22:42","Jetzt springe ich da zu einer Frage."
"588","P2","01:22:47","01:22:51","Das ist Hauptspalt."
"589","P1","01:22:57","01:23:04","Das stimmt auch nicht mit der Vorposition, sei die, was ist Vorposition?"
"590","P1","01:23:04","01:23:16","Sei die kommen auf Position, Das wäre Position 1 vielleicht, aber stimmt nicht."
"591","P1","01:23:18","01:23:28","29 In diesem Beleg haben wir TRT."
"592","P1","01:23:43","01:24:07","Sieben, Saxon über sechs, Okay, this is very flush."
"593","P1","01:24:10","01:24:39","Weil hier oben war ich zuversichtlich, wir hatten diesen Artikel, ich erinnere mich an den haben wir mal überliefert, nicht aus demselben Grund, aber wir haben an einem Tag mehrere gleiche Lieferungen gemacht und bestellt waren tatsächlich 42 also hat er irgendwas richtig gemacht, aber längst."
"594","I","01:24:39","01:24:41","Vielleicht genug die Daten zusammen falsch."
"595","P1","01:24:45","01:24:45","Also."
"596","I","01:24:46","01:24:47","Das waren jetzt."
"597","P1","01:24:49","01:24:59","Logisch, wenn er hier schon Mühe hat, dann hat er es hier halt noch mehr, weil wenn ich Dinge vergleiche und er hat beiden in der Ausgangszahl Fehler, dann wird es schwierig."
"598","P1","01:25:01","01:25:05","Mal so welche Kunden haben die."
"599","P1","01:25:05","01:25:10","Meisten Ansprechpartner, Das ist eigentlich jetzt auch."
"600","P1","01:25:10","01:25:14","Relativ einfach, aber irgendwo mit so Unvollständigkeit."
"601","P1","01:25:20","01:25:24","Kundadresse 1 hat 8 Marke, Kunde Adresse 2."
"602","I","01:25:25","01:25:28","Sind das tatsächlich die Feldernamen bei euch?"
"603","P1","01:25:28","01:25:34","Ansprechpartner heißt das und Kunde 1 nennt er jetzt wahrscheinlich ID."
"604","P1","01:25:37","01:25:55","Und jetzt schauen wir mal, Das Kann schon sein 1 von 28 Wie heißt Kunde 1?"
"605","P1","01:26:01","01:26:02","Das ist korrekt."
"606","P1","01:26:06","01:26:12","Und jetzt gehen wir da mal zu diesen Cockpit Query oder hast du zu solchen Dingen?"
"607","P1","01:26:15","01:26:16","Das ist interessant."
"608","P1","01:26:16","01:26:30","Wo gibt es systematische Abwehrungen zwischen ich nehme nicht an, dass etwas kann, weil was jetzt kommt, versteht er nicht zwischen Plantermin und Isttermin."
"609","I","01:26:33","01:26:36","Und da müsst ihr jetzt eigentlich Rückfragen stellen, das weiter."
"610","P1","01:26:36","01:26:38","Zu Ja, und wenn es am liebsten."
"611","P1","01:26:39","01:26:44","Es gibt derzeit keine Es ist der Material zwischen Plantermin und Ist Termin, die größer als fünf Tage sind."
"612","P1","01:26:48","01:26:51","Ja, es stimmt fast, Aber bei welche."
"613","P1","01:26:53","01:26:54","Auftrag hat."
"614","P1","01:27:00","01:27:06","Da müsst ihr jetzt fragen, was meint Plantermin und was meint Ist Termin oder fragen meinst du damit das."
"615","P1","01:27:09","01:27:11","Zwischen dem Plan und Ist Termin?"
"616","P1","01:27:15","01:27:17","Das kann sicher nicht sein."
"617","P1","01:27:20","01:27:29","Wenn wir 79 Tage zu spät liefern würden, dann könnte Kunde persönlich."
"618","P1","01:27:39","01:27:45","Das ist wieder dasselbe, kommt wieder mit."
"619","P1","01:27:45","01:27:48","Dem genau gleichen mit der gleichen Referenznummer."
"620","P1","01:27:49","01:27:52","Wie vorhin, als würde er nur die kennen."
"621","P1","01:27:53","01:27:58","Und das hat aber überhaupt nichts mit diesem Artikel zu tun."
"622","P1","01:28:01","01:28:04","Dieser Artikel ist nicht."
"623","P1","01:28:09","01:28:13","Beleg mit der Referenznummer."
"624","P1","01:28:33","01:28:35","The Defense."
"625","P1","01:29:03","01:29:07","Keine Eindrücke, das kann euch nicht sein."
"626","P1","01:29:16","01:29:18","Sowas wäre zum Beispiel jetzt da kommt."
"627","P1","01:29:18","01:29:21","Es jetzt nicht auf den Inhalt an."
"628","P1","01:29:22","01:29:33","Für welchen Lieferschein haben wir noch keine Rechnung erstellt?"
"629","P1","01:29:35","01:29:38","Das ist jetzt eigentlich nur Systemlogik."
"630","P1","01:29:38","01:29:40","Nonik übernommen Recht nicht."
"631","P1","01:29:44","01:29:48","Jetzt kommen mit 100 das wäre aber."
"632","P1","01:29:48","01:29:49","Ganz schlecht."
"633","P1","01:30:05","01:30:09","Da dürfte er jetzt mit 0 kommen."
"634","P1","01:30:12","01:30:12","5."
"635","P1","01:30:12","01:30:13","März."
"636","P1","01:30:35","01:30:35","Hingegen nicht."
"637","P1","01:30:37","01:30:40","Er hat hier oben grundsätzlich recht und."
"638","P1","01:30:40","01:30:46","Er lügt hier, weil das gibt es ganz klar."
"639","P1","01:30:46","01:30:47","Spannend."
"640","P1","01:30:49","01:30:52","Also Und dann denke ich, gehen."
"641","P1","01:30:52","01:30:53","Wir mal nach hier zu den."
"642","P1","01:31:05","01:31:10","Weichen, die Teilmengen, die."
"643","P1","01:31:21","01:31:22","Das kann er sicher nicht."
"644","P1","01:31:33","01:31:35","Da müsst ihr jetzt schon ziemlich viel."
"645","I","01:31:35","01:31:38","5 oder so ähnlich in die Richtung."
"646","P1","01:31:38","01:31:39","Genau so oder so."
"647","P1","01:31:39","01:31:45","Ja, ja, Morgens ins Ganze."
"648","P1","01:31:47","01:31:51","Okay, wenn das stimmt, wäre es brillant."
"649","P1","01:31:55","01:32:07","Kannst du mir einen Tag als Beispiel nennen, inklusive der gefertigten Produkte?"
"650","P1","01:32:18","01:32:57","Das gibt es nicht, Da bin ich einverstanden, Kenne ich nicht, erwartet gibt es nicht und so gerade Stückzahlen gibt es auch nicht bei uns."
"651","P1","01:32:58","01:33:00","Ich meine diese Antwort, wenn die stimmen."
"652","P1","01:33:00","01:33:02","Würde, das wäre brillant."
"653","I","01:33:04","01:33:06","Aber glauben tue."
"654","P1","01:33:06","01:33:06","Ich es ihm nicht."
"655","P1","01:33:14","01:33:17","Ich muss mal für kleine Jungs rechts."
"656","P1","01:33:17","01:33:18","Und dann wieder rechts."
"657","I","01:33:20","01:33:21","Hinter der Küche."
"658","P2","01:33:21","01:33:22","Ja, okay."
"659","P1","01:33:23","01:33:34","Welcher Artikel wurde in der letzten Morgenschicht am häufigsten gefertigt?"
"660","P1","01:33:52","01:33:56","Die Gesamtmenge holt, dann ist das halt besser über verschiedene Artikel."
"661","I","01:33:57","01:34:02","Letzter Morgen kann es sein, dass er damit Sonntagabend meint oder Sonntagmorgen."
"662","P1","01:34:03","01:34:05","Aber er sagte dann, Die Gesamtmenge beträgt."
"663","P1","01:34:05","01:34:14","327 Berücksichtige Notage von Montag bis Freitag."
"664","P1","01:34:18","01:34:20","Sowas müsste er mir dann halt auch sagen."
"665","P1","01:34:20","01:34:24","Ich habe jetzt übrigens am Sonntag geschaut, aber der weiß halt auch nicht, was."
"666","I","01:34:24","01:34:31","Für mich also noch mehr so Kontextinformationen drumherum, damit es nachvollziehbarer ist wie ja OK."
"667","P1","01:34:35","01:34:37","Das ist Käse, was der da."
"668","P1","01:34:37","01:34:43","Sagt am letzten Morgen in der Schicht von Montag bis Freitag kein spezifischer die Gesamtmenge beträgt."
"669","P1","01:34:49","01:34:54","Erklär mir, woher du diese Zahl hast."
"670","P1","01:34:54","01:34:56","Jetzt kommt er vielleicht wieder mit Feldern."
"671","P1","01:35:14","01:35:16","Okay, das kann man nicht."
"672","P1","01:35:45","01:35:55","Jetzt sehen wir auch, ob da zum Beispiel die Zeiterfassung, Das glaube ich auch."
"673","P1","01:35:55","01:35:57","Nicht, es wäre sehr schön, aber das machen die niemals."
"674","P1","01:35:59","01:36:03","Hast du gerade, siehst du, ist das Zitafas?"
"675","P2","01:36:06","01:36:11","Das sind Funktionen, das sind SQL Funktion, Select Mitarbeiter da weiterhin."
"676","P1","01:36:15","01:36:18","Wer hat die längste Pause?"
"677","I","01:36:26","01:36:28","Ich muss kurz finden, wo das gefragt hat."
"678","P2","01:36:29","01:36:33","1531 war der Timestamp, also Top 100."
"679","I","01:36:33","01:36:45","Mitarbeiternummer, Minute, Datum, Zeit, Start, Datenzeitende als Pausendauer genommen von PPS BDE Stempel."
"680","P1","01:36:45","01:36:46","Ja, nein, das ist."
"681","P1","01:36:52","01:36:58","Der erfindet Dinge, der Mitarbeiter ID, den gibt es nicht."
"682","I","01:36:58","01:37:00","Sein Gehirn kocht langsam."
"683","I","01:37:01","01:37:02","Gut, aber das ist spannend."
"684","P1","01:37:03","01:37:11","Also sowohl hier als auch oben bei diesen Artikeln A, B gibt es einfach nicht."
"685","P1","01:37:12","01:37:18","Letzte Frage, Ross, was fragen wir noch irgendwas noch?"
"686","P2","01:37:19","01:37:27","Ja, hat man noch eine Belegung, wenn ich es richtig mitverfolge, dann haben wir Zitter."
"687","P2","01:37:28","01:37:33","Also das sind ja eigentlich Personenzeit."
"688","P1","01:37:35","01:37:35","Und."
"689","P2","01:37:35","01:37:44","Wir haben Werkstückzeiten gefragt, Priesache, Belegsache, bestellig haben wir."
"690","P1","01:37:48","01:37:49","Was meinst du jetzt?"
"691","P1","01:37:49","01:37:50","Externe Bestelligen."
"692","P1","01:37:56","01:38:21","Welcher Lieferant hat die beste Übereinstimmung von angeforderten Lieferantermin und tatsächlich."
"693","P2","01:38:30","01:38:34","Ja vom SQL für die Frage macht das alles Sinn?"
"694","I","01:38:38","01:38:39","Das ist stark."
"695","P1","01:38:39","01:38:42","Der hat 71 Tage Vorbestellung geliefert."
"696","P1","01:38:45","01:38:46","Lieferantengruppe."
"697","I","01:38:49","01:38:49","Was meint ihr?"
"698","I","01:38:49","01:38:51","Könnten diese 71 sein?"
"699","I","01:38:51","01:38:57","Irgendwie vielleicht so, wo der Kontakt eröffnet wurde oder ihm irgendwie ein Auftrag zugewiesen wurde."
"700","I","01:38:57","01:38:58","Einfach erfunden."
"701","P1","01:38:59","01:39:01","Kann wirklich sein, weil wir hatten ein."
"702","P1","01:39:01","01:39:09","Klares Bestellung Beleg erfassen oder abschließen und dann ist bestellt."
"703","P1","01:39:10","01:39:21","Was sein kann, ist, dass er einen Artikel, den wir mehrfach bestellen halt jetzt vermischt zwischen Wareneingang XY stimmt überein mit einer Bestellung."
"704","P2","01:39:25","01:39:31","Lieferbare Aufträge temporär Chefliste."
"705","P2","01:39:32","01:39:35","Das ist beim Ja, ich weiß."
"706","P1","01:39:39","01:39:49","Käufe unsererseits also Einkaufsbelege mit Liefertermin und Liefernahme in."
"707","P1","01:40:06","01:40:08","Es heißt natürlich nur Übernahme in Wareneingang."
"708","P1","01:40:08","01:40:11","Ob da so netter Wall so heißt, weiß ich nicht."
"709","P1","01:40:13","01:40:15","Nein, das ist heute Ihn fragen, ob."
"710","I","01:40:15","01:40:19","Er ähnliche finden kann oder die am ehesten passen würden."
"711","P1","01:40:19","01:40:26","Welche dabei, welche Tabellen passen am besten zu meiner."
"712","P2","01:40:34","01:40:35","Belegeposition?"
"713","P2","01:40:35","01:40:52","Ek belegeposition, Die für Termin relevant ist, Da ist natürlich nicht ganz korrekt und welcher?"
"714","P2","01:40:53","01:41:03","Ja, die KK Papers FFM, das ist Fremdfertigungsmaterial und das ist out of Bestellwesen."
"715","P2","01:41:03","01:41:10","Du musst dir vorstellen, wir machen Produkte, da muss man etwas hinschweissen."
"716","P2","01:41:10","01:41:28","Also wir produzieren die zwei Produkte, liefern die an einen Lieferanten, der macht eine Fremdfertigung, er schweißt sie nämlich zusammen und natürlich werden diese Zeiten bei uns erfasst."
"717","P2","01:41:28","01:41:29","Blablabla."
"718","P2","01:41:30","01:41:44","Das ist aber ein Fremdfertigungsauftrag und nicht in diesem Der hat einen Wareneingang, logisch, aber es ist kein Bestellprozess im Sinne von Warenwirtschaft und die ersten zwei Tabellen sind korrekt."
"719","P2","01:41:45","01:41:47","KKE Belege Positionen."
"720","P2","01:41:47","01:41:52","EK steht für Einkauf und EK Belege hat eines Menschen."
"721","P2","01:41:52","01:42:00","Also da gibt es einen Beleg und der hat Belege Positionen und das hat er richtig, aber das passt da nicht in diesen."
"722","P2","01:42:00","01:42:03","Das passt da nicht mit verstehe."
"723","P2","01:42:04","01:42:12","Also weil eben die Fremdfertigung, die kennt auch Ausdrücke wie Wareneingang und Liefertermin."
"724","P2","01:42:12","01:42:13","Was gibt es da?"
"725","P2","01:42:13","01:42:18","Aber er müsste das nicht mischen in dieser Stelle."
"726","P2","01:42:19","01:42:20","Was ist jetzt die Frage?"
"727","P2","01:42:34","01:42:42","Ich kenne und Waren Niedergang, da gibt es auch, aber."
"728","P2","01:42:46","01:42:50","Ich finde es schade, dass der Abstecher fremdfährt."
"729","P2","01:42:50","01:42:55","Das ist schwierig zu sagen, aber ich finde es nötig."
"730","P2","01:42:55","01:43:02","War es nicht diese letzte Tabelle da Tabellenbruch der hinteren vorne im Prinzip, wie."
"731","I","01:43:02","01:43:15","Es im Hintergrund funktioniert, ist so, dass er sich halt alle Tabellen anschaut, basierend auf der Frage und das einerseits grundsätzlich versucht zu matchen mit dem Katalog, den er sich zusammenbaut."
"732","I","01:43:15","01:43:20","Das heißt, er hat sozusagen eben so ein aufschlagbares Buch, wo er die Tabellennamen nachschauen kann."
"733","I","01:43:20","01:43:40","Das heißt in dem Fall, wenn es dann Belege zum Beispiel geht oder was ähnliches, dann kann es sein, dann rankt er alle Tabellen und hey, das ist die, wo es am wahrscheinlichsten drin ist, zweitwahrscheinlichsten, drittwahrscheinlichsten und darum listet er die als Top 3, obwohl er wahrscheinlich nur ich meine, wir können es nachschauen, dass er nur in den ersten beiden geschaut hat."
"734","I","01:43:42","01:43:49","Okay, sieht man jetzt gerade hier leider nicht, aber genau das heißt, so funktioniert das im Hintergrund, dass er die Tabellen versucht zu priorisieren."
"735","I","01:43:49","01:43:51","OK, spannend."
"736","I","01:43:51","01:43:53","Habt ihr noch Fragen an das System?"
"737","I","01:43:53","01:43:58","Sonst können wir sind auch schon seit einer Weile dran."
"738","P1","01:43:58","01:44:01","Ich glaube, das passt so vielleicht einfach."
"739","I","01:44:01","01:44:12","Mal so, sag ich mal, Gesamteindruck, dort mal anzufangen, jetzt aus euren beiden jeweiligen Perspektiven, auch einmal technischere Sicht, strategischere Sicht."
